"Setting","Pleio_Effect","N_Pleio_SNP","AtoB","PhenoA_Specific_Pct_Genetic","PhenoA_Specific_Pct_Total","PhenoA_Pleio_Pct_Genetic","PhenoA_Pleio_Pct_Total","PhenoA_Env_Pct_Total","PhenoB_Causal_Pct_Genetic","PhenoB_Causal_Pct_Total","PhenoB_Pleio_Pct_Genetic","PhenoB_Pleio_Pct_Total","PhenoB_Specific_Pct_Genetic","PhenoB_Specific_Pct_Total","PhenoB_Env_Pct_Total"
"AposBneg",1.5,20,0.2,92.76,18.32,7.09,1.4,80.25,4.42,0.96,8.89,1.76,86.69,17.31,79.97
"AposBneg",1.5,20,0.3,91.85,18.41,8.26,1.66,79.95,7.66,1.45,7.17,1.41,85.18,17.34,79.96
"AposBneg",1.5,30,0,83.61,16.52,16.84,3.33,80.24,0,0,15.2,3.16,84.8,16.62,79.84
"AposBneg",1.5,30,0.1,85.37,16.98,14.75,2.93,80.1,0.29,0.02,13.97,2.92,85.74,17.16,80.23
"AposBneg",1.5,30,0.2,87.87,17.68,11.83,2.38,79.88,2.76,0.48,9.03,1.9,88.21,17.74,80.24
"AposBneg",1.5,30,0.3,85.76,17.41,14.67,2.98,79.7,7.19,1.57,12.81,2.3,80,15.77,79.77
"AposBneg",1.5,40,0,76.92,15.43,23.1,4.63,79.95,0,0,17,3.33,83,16.74,79.98
"AposBneg",1.5,40,0.1,86.14,17.22,14.2,2.84,80.01,0.02,0.04,17.15,3.46,82.83,16.95,80.04
"AposBneg",1.5,40,0.2,80.8,16.47,18.64,3.8,79.62,2.28,0.37,18.1,3.95,79.61,15.6,79.98
"AposBneg",1.5,40,0.3,82.51,16.41,17.53,3.49,80.11,6.54,1.46,17.71,3.48,75.76,15.16,79.79
"AposBneg",1.5,50,0,87.33,17.6,13.18,2.66,79.84,0,0,19.43,3.95,80.57,15.94,80.11
"AposBneg",1.5,50,0.1,77,15.53,23.03,4.64,79.83,-0.07,-0.03,19.89,4.19,80.17,15.91,79.98
"AposBneg",1.5,50,0.2,80.28,16.25,20.16,4.08,79.76,1.52,0.32,23.59,4.65,74.89,15.16,79.88
"AposBneg",1.5,50,0.3,81.15,16.27,18.26,3.66,79.95,8.3,1.54,20.03,4.15,71.67,14.76,79.96
"AposBneg",2,10,0,92.84,18.3,7.36,1.45,80.29,0,0,7.69,1.51,92.31,18.38,80.13
"AposBneg",2,10,0.1,93.3,18.37,6.36,1.25,80.31,0.51,0.04,10.24,1.94,89.25,17.74,80.03
"AposBneg",2,10,0.2,88.66,17.63,11.56,2.3,80.12,3.81,0.83,5.39,1.06,90.8,17.68,80.21
"AposBneg",2,10,0.3,92.55,18.78,7.78,1.58,79.71,8.74,1.86,8.44,1.7,82.82,16.65,79.88
"AposBneg",2,20,0,82.14,16.36,18.18,3.62,80.09,0,0,16.57,3.34,83.43,17.05,79.88
"AposBneg",2,20,0.1,82.04,16.33,18.79,3.74,80.09,-0.08,-0.04,12.73,2.54,87.35,17.47,79.81
"AposBneg",2,20,0.2,80.38,15.9,18.86,3.73,80.22,1.85,0.45,12.46,2.52,85.69,17.01,80.15
"AposBneg",2,20,0.3,80.7,16.28,18.58,3.75,79.82,6.15,1.21,13.28,2.59,80.58,16.12,80.03
"AposBneg",2,30,0,79.43,15.78,20.47,4.07,80.14,0,0,23.54,4.73,76.46,15.49,79.94
"AposBneg",2,30,0.1,83.26,16.57,17.56,3.49,80.1,0.62,0.14,20.56,4.12,78.82,15.87,80
"AposBneg",2,30,0.2,88.66,18.05,11.7,2.38,79.64,2.09,0.5,22.38,4.3,75.53,15.15,80.16
"AposBneg",2,30,0.3,74.12,14.63,27.11,5.35,80.26,5.11,0.97,12.48,2.4,82.41,16.37,80.07
"AposBneg",2,40,0,71.44,14.45,28.18,5.7,79.77,0,0,24.69,4.88,75.31,15.01,79.95
"AposBneg",2,40,0.1,65.17,13.26,35.41,7.21,79.65,-0.55,-0.11,17.54,3.46,83.01,16.54,79.74
"AposBneg",2,40,0.2,70.08,14.17,30.29,6.13,79.77,1.07,0.18,20.55,4.06,78.38,15.44,79.99
"AposBneg",2,40,0.3,68.49,13.48,31.16,6.13,80.32,4.96,0.96,18.78,3.71,76.26,15.55,80.04
"AposBneg",2,50,0,59.08,12,40.62,8.25,79.69,0,0,25.17,5.24,74.83,15.13,79.76
"AposBneg",2,50,0.1,64.99,12.93,35.1,6.98,80.1,-0.76,-0.15,34.92,6.93,65.83,13.26,80.14
"AposBneg",2,50,0.2,75.37,14.85,24.59,4.85,80.3,0.64,0.01,30.35,6.26,69,14.09,79.97
"AposBneg",2,50,0.3,62.79,12.55,37.04,7.4,80.02,5.63,1.17,29.07,5.68,65.3,13.09,80.08
"AnegBpos",0.5,10,0,99.69,19.87,0.42,0.08,80.07,0,0,0.5,0.11,99.5,19.64,79.64
"AnegBpos",0.5,10,0.1,98.66,19.84,1.01,0.2,79.89,1.31,0.27,1.45,0.3,97.24,19.17,80.13
"AnegBpos",0.5,10,0.2,99.61,19.69,0.42,0.08,80.23,3.53,0.66,0.95,0.17,95.52,19.06,79.92
"AnegBpos",0.5,10,0.3,99.27,19.63,0.72,0.14,80.23,9.61,2.09,0.48,0.06,89.91,17.82,80.4
"AnegBpos",0.5,20,0,98.84,20.02,1.36,0.28,79.74,0,0,1.74,0.3,98.26,19.68,79.88
"AnegBpos",0.5,20,0.1,98.24,19.57,1.78,0.35,80.08,0.97,0.17,0.85,0.25,98.18,19.73,80
"AnegBpos",0.5,20,0.2,99.4,19.9,0.78,0.16,79.98,4.79,0.9,0.98,0.2,94.23,18.58,79.83
"AnegBpos",0.5,20,0.3,98.6,19.53,1.31,0.26,80.19,7.77,1.49,0.76,0.14,91.47,18.6,79.69
"AnegBpos",0.5,30,0,97.79,19.59,2.06,0.41,79.97,0,0,1.8,0.32,98.2,19.53,80.12
"AnegBpos",0.5,30,0.1,96.81,19.47,2.97,0.6,79.89,0.72,0.17,1.99,0.43,97.29,19.74,79.99
"AnegBpos",0.5,30,0.2,98.33,19.89,1.76,0.36,79.77,4.11,0.9,1.83,0.36,94.06,18.87,79.97
"AnegBpos",0.5,30,0.3,98.1,19.48,1.67,0.33,80.14,8.96,1.75,1.39,0.27,89.65,17.75,80.19
"AnegBpos",0.5,40,0,97.84,19.72,2.13,0.43,79.85,0,0,2.41,0.51,97.59,19.35,79.98
"AnegBpos",0.5,40,0.1,97.66,19.64,1.93,0.39,79.89,0.89,0.17,2.31,0.45,96.8,19.19,80.62
"AnegBpos",0.5,40,0.2,97.44,19.68,2.55,0.51,79.8,3.41,0.74,1.41,0.31,95.18,19.33,79.86
"AnegBpos",0.5,40,0.3,97.49,19.46,2.39,0.48,80.04,7.13,1.5,1.81,0.34,91.06,17.98,80.2
"AnegBpos",0.5,50,0,96.23,19.35,3.56,0.72,79.89,0,0,2.16,0.48,97.84,19.59,79.86
"AnegBpos",0.5,50,0.1,96.37,19.02,3.31,0.65,80.27,0.68,0.14,2.71,0.54,96.62,18.84,79.8
"AnegBpos",0.5,50,0.2,96.98,19.38,2.81,0.56,80.01,3.25,0.68,2.32,0.45,94.44,18.92,80.08
"AnegBpos",0.5,50,0.3,96.64,19.24,3.33,0.66,80.09,7.8,1.52,1.7,0.35,90.5,17.82,80.16
"AnegBpos",1,10,0,95.59,19.32,4.35,0.88,79.79,0,0,1.25,0.21,98.75,19.79,79.87
"AnegBpos",1,10,0.1,98.46,19.65,1.61,0.32,80.05,1.12,0.25,1.53,0.37,97.35,19.39,79.88
"AnegBpos",1,10,0.2,97.1,19.06,2.68,0.52,80.38,3.22,0.64,3.99,0.8,92.8,18.37,80.27
"AnegBpos",1,10,0.3,98.78,19.58,1.16,0.23,80.18,6.48,1.36,2.69,0.5,90.83,18.46,80.37
"AnegBpos",1,20,0,91.37,18.28,9.14,1.83,80,0,0,3.84,0.88,96.16,18.94,80.2
"AnegBpos",1,20,0.1,95.17,19.01,5,1,80.03,0.71,0.13,4.48,0.89,94.81,18.66,80.37
"AnegBpos",1,20,0.2,95.61,19.03,4.38,0.87,80.1,3.33,0.64,1.85,0.41,94.82,18.96,80.08
"AnegBpos",1,20,0.3,95.86,19.32,4.1,0.83,79.85,7.61,1.61,4.2,0.82,88.19,18.23,80.05
"AnegBpos",1,30,0,93.68,18.8,5.89,1.18,79.93,0,0,8.34,1.69,91.66,18.44,79.93
"AnegBpos",1,30,0.1,94.77,19.01,5.11,1.02,79.94,0.92,0.19,6.47,1.38,92.61,18.36,80.36
"AnegBpos",1,30,0.2,91.7,18.4,8.45,1.7,79.93,2.89,0.45,7.22,1.43,89.89,18.37,80.06
"AnegBpos",1,30,0.3,93.51,18.91,6.33,1.28,79.77,7.67,1.42,5.69,1.16,86.64,17.55,80.37
"AnegBpos",1,40,0,89.88,17.77,9.99,1.98,80.23,0,0,9.27,1.82,90.73,17.78,80.17
"AnegBpos",1,40,0.1,91.22,18.34,8.7,1.75,79.89,0.47,0.05,8.94,1.79,90.59,17.84,79.71
"AnegBpos",1,40,0.2,87.91,17.58,12.07,2.41,80,2.22,0.45,10.67,2.27,87.11,17.37,79.68
"AnegBpos",1,40,0.3,87.89,17.28,12.1,2.38,80.34,7.92,1.72,3.88,0.81,88.2,17.51,79.99
"AnegBpos",1,50,0,90.76,18.18,9.84,1.97,79.97,0,0,8.48,1.85,91.52,18.35,79.73
"AnegBpos",1,50,0.1,87.37,17.73,12.55,2.55,79.71,0.57,0.13,6.77,1.34,92.65,18.81,79.9
"AnegBpos",1,50,0.2,86.11,17.1,14,2.78,80.14,3.23,0.58,10.14,1.86,86.63,17.19,80.03
"AnegBpos",1,50,0.3,87.11,17.39,13.07,2.61,80.04,6.79,1.4,6.81,1.32,86.4,17.35,79.75
"AnegBpos",1.5,10,0,94.91,18.91,4.75,0.95,80.07,0,0,7.3,1.36,92.7,18.59,80.09
"AnegBpos",1.5,10,0.1,91.18,18.21,9.06,1.81,80.03,0.22,0.03,8.22,1.41,91.56,18.35,79.63
"AnegBpos",1.5,10,0.2,94.31,18.61,6.1,1.2,80.27,4.68,1.04,6.25,1.17,89.06,17.74,80.06
"AnegBpos",1.5,10,0.3,95.59,19.09,3.87,0.77,80.03,8.65,1.67,2.72,0.57,88.64,17.69,80.18
"AnegBpos",1.5,20,0,90,17.89,9.53,1.9,80.12,0,0,9.71,1.89,90.29,18.24,79.86
"AnegBpos",1.5,20,0.1,91.84,18.46,8.05,1.62,79.9,0.38,0.06,15.74,3.16,83.88,16.71,80.04
"AnegBpos",1.5,20,0.2,89.52,17.62,10.8,2.13,80.31,2.48,0.56,5.73,1.13,91.78,18.64,80.05
"AnegBpos",1.5,20,0.3,90.96,18.28,9.07,1.82,79.9,6.47,1.31,4.94,0.93,88.58,18.21,79.83
"AnegBpos",1.5,30,0,81.81,16.3,17.61,3.51,80.07,0,0,15.89,3.24,84.11,16.98,80.3
"AnegBpos",1.5,30,0.1,79.42,16.07,20.79,4.21,79.77,0.42,0.1,9.36,2,90.22,17.97,79.95
"AnegBpos",1.5,30,0.2,85.67,16.97,13.78,2.73,80.19,3.1,0.53,14.41,2.75,82.49,16.81,79.93
"AnegBpos",1.5,30,0.3,89.33,17.83,11.26,2.25,80.04,5.96,1.28,14.16,2.98,79.88,15.96,80.03
"AnegBpos",1.5,40,0,84.42,16.86,16.68,3.33,80.03,0,0,22.86,4.6,77.14,15.28,80.01
"AnegBpos",1.5,40,0.1,87.54,17.52,12.16,2.43,79.99,0.24,0,14.84,3.22,84.91,16.45,79.9
"AnegBpos",1.5,40,0.2,80.74,16.14,19.4,3.88,80.02,2.42,0.59,14.02,2.66,83.57,16.62,80.04
"AnegBpos",1.5,40,0.3,87.53,17.63,12.6,2.54,79.85,6.12,1.24,12.7,2.48,81.18,16.36,80.12
"AnegBpos",1.5,50,0,79.25,15.73,20.98,4.17,80.15,0,0,24.72,4.95,75.28,14.87,79.87
"AnegBpos",1.5,50,0.1,73.86,14.81,27.09,5.43,79.95,-0.34,-0.13,15.98,3.39,84.35,17.09,79.93
"AnegBpos",1.5,50,0.2,73.03,14.76,28.28,5.71,79.79,2.41,0.51,20.96,4.24,76.63,15.29,80.21
"AnegBpos",1.5,50,0.3,77.01,15.38,22.63,4.52,80.03,3.27,0.59,11.92,2.43,84.8,17.1,79.88
"AnegBpos",2,10,0,92.62,18.5,8,1.6,80.03,0,0,6.21,1.19,93.79,19.02,80.33
"AnegBpos",2,10,0.1,94.22,18.92,5.71,1.15,79.92,1.2,0.19,7.18,1.55,91.62,18.2,79.93
"AnegBpos",2,10,0.2,88.93,17.63,10.66,2.11,80.17,4.96,1.05,4.73,0.88,90.31,18.19,80.29
"AnegBpos",2,10,0.3,90.62,17.73,9.8,1.92,80.43,7.93,1.69,2.4,0.58,89.67,17.91,79.94
"AnegBpos",2,20,0,85.75,17.26,14.29,2.88,79.87,0,0,11.37,2.41,88.63,17.61,80.03
"AnegBpos",2,20,0.1,88.31,17.83,11.19,2.26,79.81,0.25,0.03,18.69,3.78,81.05,16.42,79.88
"AnegBpos",2,20,0.2,82.29,16.42,17.1,3.41,80.05,2.61,0.58,11.95,2.26,85.44,16.97,79.84
"AnegBpos",2,20,0.3,90.25,18.13,10,2.01,79.91,8.36,1.66,14.99,3.07,76.65,15.47,80.11
"AnegBpos",2,30,0,76.62,15.09,24.26,4.78,80.31,0,0,17.46,3.34,82.54,16.87,80.01
"AnegBpos",2,30,0.1,77.45,15.54,23.05,4.62,79.94,0.15,0.03,18.88,3.73,80.97,15.93,79.64
"AnegBpos",2,30,0.2,75.77,15.04,24.69,4.9,80.14,1.16,0.24,17.01,3.52,81.82,16.25,79.89
"AnegBpos",2,30,0.3,77.01,15.49,23.13,4.65,79.88,4.43,0.9,19.57,3.97,76,15.18,80.28
"AnegBpos",2,40,0,71.26,14.22,28.25,5.64,80.04,0,0,33.51,6.4,66.49,13.25,79.99
"AnegBpos",2,40,0.1,73.12,14.79,27.03,5.47,79.78,-0.61,-0.1,19.75,3.87,80.87,16.25,79.87
"AnegBpos",2,40,0.2,67.45,13.4,32.02,6.36,80.14,-0.57,-0.12,35.12,6.99,65.45,13.42,80.06
"AnegBpos",2,40,0.3,73.94,14.5,26.01,5.1,80.39,4.91,1.05,23.39,4.54,71.7,14.33,79.88
"AnegBpos",2,50,0,66.74,13.44,33.88,6.82,79.86,0,0,28.94,5.71,71.06,14.26,79.7
"AnegBpos",2,50,0.1,58.65,11.85,41.69,8.42,79.8,-0.5,-0.12,24.28,4.94,76.22,15.35,80.04
"AnegBpos",2,50,0.2,64.58,12.76,34.96,6.91,80.25,-0.32,-0.11,38.26,7.67,62.06,12.54,80.11
"AnegBpos",2,50,0.3,68.8,13.97,30.59,6.21,79.69,4.21,0.83,25.11,4.96,70.68,14.23,79.93
