"Setting","Pleio_Effect","N_Pleio_SNP","AtoB","PhenoA_Specific_Pct_Genetic","PhenoA_Specific_Pct_Total","PhenoA_Pleio_Pct_Genetic","PhenoA_Pleio_Pct_Total","PhenoA_Env_Pct_Total","PhenoB_Causal_Pct_Genetic","PhenoB_Causal_Pct_Total","PhenoB_Pleio_Pct_Genetic","PhenoB_Pleio_Pct_Total","PhenoB_Specific_Pct_Genetic","PhenoB_Specific_Pct_Total","PhenoB_Env_Pct_Total"
"AposBneg",1.5,40,0.1,81.56,16.21,19.94,3.96,80.12,-0.07,-0.01,16.41,3.32,83.66,16.66,79.81
"AposBneg",1.5,40,0.2,81.56,16.21,19.94,3.96,80.12,1.76,0.36,15.33,3.1,82.92,16.51,79.81
"AposBneg",1.5,40,0.3,81.56,16.21,19.94,3.96,80.12,5.33,1.08,14,2.83,80.67,16.06,79.81
"AposBneg",1.5,50,0,74.25,14.78,27.06,5.39,80.1,0,0,23.6,4.83,76.4,15.37,79.62
"AposBneg",1.5,50,0.1,74.25,14.78,27.06,5.39,80.1,-0.2,-0.05,22.72,4.65,77.48,15.6,79.62
"AposBneg",1.5,50,0.2,74.25,14.78,27.06,5.39,80.1,1.51,0.28,21.4,4.38,77.09,15.52,79.61
"AposBneg",1.5,50,0.3,74.25,14.78,27.06,5.39,80.1,5,0.98,19.72,4.04,75.28,15.16,79.61
"AposBneg",2,10,0,88.72,17.46,12.28,2.42,80.32,0,0,5.12,1.05,94.88,19.26,79.9
"AposBneg",2,10,0.1,88.72,17.46,12.28,2.42,80.32,0.57,0.1,4.65,0.96,94.78,19.24,79.9
"AposBneg",2,10,0.2,88.72,17.46,12.28,2.42,80.32,3.08,0.59,4.1,0.85,92.82,18.86,79.89
"AposBneg",2,10,0.3,88.72,17.46,12.28,2.42,80.32,7.26,1.41,3.51,0.73,89.23,18.14,79.88
"AposBneg",2,20,0,83.94,17.09,17.61,3.58,79.64,0,0,19.31,3.95,80.69,15.6,80.11
"AposBneg",2,20,0.1,83.94,17.09,17.61,3.58,79.64,-0.12,-0.05,18.51,3.79,81.61,15.79,80.09
"AposBneg",2,20,0.2,83.94,17.09,17.61,3.58,79.64,1.58,0.27,17.36,3.56,81.06,15.68,80.09
"AposBneg",2,20,0.3,83.94,17.09,17.61,3.58,79.64,4.98,0.92,15.94,3.28,79.08,15.3,80.08
"AposBneg",2,30,0,69.59,13.93,31.23,6.25,79.99,0,0,21.73,4.37,78.27,15.75,80.2
"AposBneg",2,30,0.1,69.59,13.93,31.23,6.25,79.99,-0.27,-0.05,20.78,4.19,79.49,15.99,80.2
"AposBneg",2,30,0.2,69.59,13.93,31.23,6.25,79.99,1.6,0.32,19.37,3.91,79.03,15.9,80.21
"AposBneg",2,30,0.3,69.59,13.93,31.23,6.25,79.99,5.46,1.09,17.61,3.56,76.93,15.48,80.2
"AposBneg",2,40,0,70.92,14.11,30.83,6.13,80.11,0,0,27.02,5.46,72.98,14.52,79.81
"AposBneg",2,40,0.1,70.92,14.11,30.83,6.13,80.11,-0.62,-0.13,26.08,5.27,74.54,14.83,79.81
"AposBneg",2,40,0.2,70.92,14.11,30.83,6.13,80.11,0.72,0.14,24.6,4.97,74.68,14.86,79.81
"AposBneg",2,40,0.3,70.92,14.11,30.83,6.13,80.11,3.96,0.8,22.66,4.58,73.38,14.6,79.81
"AposBneg",2,50,0,61.56,12.26,39.89,7.94,80.09,0,0,35.66,7.29,64.34,12.92,79.63
"AposBneg",2,50,0.1,61.56,12.26,39.89,7.94,80.09,-0.82,-0.18,34.76,7.11,66.06,13.28,79.63
"AposBneg",2,50,0.2,61.56,12.26,39.89,7.94,80.09,0.34,0.04,33.14,6.78,66.53,13.38,79.62
"AposBneg",2,50,0.3,61.56,12.26,39.89,7.94,80.09,3.45,0.66,30.87,6.32,65.68,13.21,79.61
"AnegBpos",0.5,10,0,99.28,19.94,0.63,0.13,79.92,0,0,0.27,0.04,99.73,19.74,80.28
"AnegBpos",0.5,10,0.1,99.28,19.94,0.63,0.13,79.92,0.76,0.12,0.24,0.03,98.99,19.6,80.27
"AnegBpos",0.5,10,0.2,99.28,19.94,0.63,0.13,79.92,3.1,0.56,0.21,0.03,96.69,19.16,80.26
"AnegBpos",0.5,10,0.3,99.28,19.94,0.63,0.13,79.92,6.78,1.26,0.18,0.02,93.04,18.45,80.25
"AnegBpos",0.5,20,0,98.94,19.83,1.02,0.2,79.95,0,0,0.66,0.14,99.34,20.03,79.92
"AnegBpos",0.5,20,0.1,98.94,19.83,1.02,0.2,79.95,0.7,0.11,0.62,0.14,98.68,19.91,79.9
"AnegBpos",0.5,20,0.2,98.94,19.83,1.02,0.2,79.95,2.98,0.54,0.57,0.12,96.45,19.47,79.89
"AnegBpos",0.5,20,0.3,98.94,19.83,1.02,0.2,79.95,6.66,1.25,0.51,0.11,92.83,18.75,79.88
"AnegBpos",0.5,30,0,97.11,19.62,2.54,0.51,79.8,0,0,1.42,0.28,98.58,19.37,79.96
"AnegBpos",0.5,30,0.1,97.11,19.62,2.54,0.51,79.8,0.64,0.1,1.3,0.25,98.06,19.28,79.94
"AnegBpos",0.5,30,0.2,97.11,19.62,2.54,0.51,79.8,2.88,0.52,1.16,0.22,95.97,18.87,79.93
"AnegBpos",0.5,30,0.3,97.11,19.62,2.54,0.51,79.8,6.51,1.22,1,0.19,92.48,18.19,79.93
"AnegBpos",0.5,40,0,98.15,19.65,1.94,0.39,79.98,0,0,2.56,0.5,97.44,18.92,80.03
"AnegBpos",0.5,40,0.1,98.15,19.65,1.94,0.39,79.98,0.6,0.1,2.46,0.48,96.94,18.83,80.03
"AnegBpos",0.5,40,0.2,98.15,19.65,1.94,0.39,79.98,2.78,0.53,2.32,0.45,94.9,18.43,80.02
"AnegBpos",0.5,40,0.3,98.15,19.65,1.94,0.39,79.98,6.36,1.23,2.16,0.42,91.49,17.76,80.02
"AnegBpos",0.5,50,0,95.81,19.06,3.93,0.78,80.11,0,0,2.8,0.49,97.2,19.2,79.92
"AnegBpos",0.5,50,0.1,95.81,19.06,3.93,0.78,80.11,0.67,0.18,2.67,0.47,96.66,19.07,79.94
"AnegBpos",0.5,50,0.2,95.81,19.06,3.93,0.78,80.11,2.93,0.68,2.5,0.43,94.57,18.64,79.96
"AnegBpos",0.5,50,0.3,95.81,19.06,3.93,0.78,80.11,6.58,1.46,2.29,0.39,91.13,17.93,79.98
"AnegBpos",1,10,0,97.35,19.55,2.46,0.49,79.92,0,0,1.13,0.19,98.87,19.57,80.28
"AnegBpos",1,10,0.1,97.35,19.55,2.46,0.49,79.92,0.71,0.12,1.02,0.17,98.27,19.46,80.27
"AnegBpos",1,10,0.2,97.35,19.55,2.46,0.49,79.92,3.01,0.55,0.9,0.15,96.09,19.04,80.26
"AnegBpos",1,10,0.3,97.35,19.55,2.46,0.49,79.92,6.7,1.25,0.77,0.12,92.53,18.35,80.25
"AnegBpos",1,20,0,95.96,19.24,3.95,0.79,79.95,0,0,2.66,0.56,97.34,19.62,79.92
"AnegBpos",1,20,0.1,95.96,19.24,3.95,0.79,79.95,0.59,0.09,2.5,0.52,96.91,19.55,79.91
"AnegBpos",1,20,0.2,95.96,19.24,3.95,0.79,79.95,2.81,0.51,2.3,0.48,94.89,19.15,79.9
"AnegBpos",1,20,0.3,95.96,19.24,3.95,0.79,79.95,6.45,1.21,2.07,0.44,91.48,18.47,79.88
"AnegBpos",1,30,0,89.94,18.17,9.42,1.9,79.8,0,0,5.56,1.1,94.44,18.55,79.96
"AnegBpos",1,30,0.1,89.94,18.17,9.42,1.9,79.8,0.34,0.04,5.11,1.01,94.54,18.58,79.94
"AnegBpos",1,30,0.2,89.94,18.17,9.42,1.9,79.8,2.38,0.41,4.58,0.91,93.04,18.29,79.93
"AnegBpos",1,30,0.3,89.94,18.17,9.42,1.9,79.8,5.93,1.1,4,0.79,90.07,17.71,79.92
"AnegBpos",1,40,0,92.83,18.59,7.34,1.47,79.97,0,0,9.37,1.85,90.63,17.58,80.04
"AnegBpos",1,40,0.1,92.83,18.59,7.34,1.47,79.97,0.33,0.05,9.02,1.78,90.64,17.58,80.03
"AnegBpos",1,40,0.2,92.83,18.59,7.34,1.47,79.97,2.25,0.42,8.54,1.69,89.2,17.3,80.03
"AnegBpos",1,40,0.3,92.83,18.59,7.34,1.47,79.97,5.61,1.08,7.95,1.57,86.45,16.76,80.03
"AnegBpos",1,50,0,85.51,17.02,14.04,2.8,80.09,0,0,10.41,1.96,89.59,17.7,79.9
"AnegBpos",1,50,0.1,85.51,17.02,14.04,2.8,80.09,0.39,0.13,9.99,1.87,89.62,17.69,79.92
"AnegBpos",1,50,0.2,85.51,17.02,14.04,2.8,80.09,2.46,0.6,9.41,1.76,88.13,17.37,79.95
"AnegBpos",1,50,0.3,85.51,17.02,14.04,2.8,80.09,6.03,1.37,8.71,1.61,85.26,16.78,79.97
"AnegBpos",1.5,10,0,94.36,18.94,5.36,1.08,79.93,0,0,2.55,0.46,97.45,19.3,80.27
"AnegBpos",1.5,10,0.1,94.36,18.94,5.36,1.08,79.93,0.62,0.1,2.32,0.41,97.07,19.23,80.26
"AnegBpos",1.5,10,0.2,94.36,18.94,5.36,1.08,79.93,2.87,0.52,2.05,0.36,95.08,18.85,80.25
"AnegBpos",1.5,10,0.3,94.36,18.94,5.36,1.08,79.93,6.54,1.23,1.77,0.31,91.68,18.18,80.25
"AnegBpos",1.5,20,0,91.4,18.32,8.47,1.7,79.95,0,0,5.83,1.2,94.17,18.98,79.92
"AnegBpos",1.5,20,0.1,91.4,18.32,8.47,1.7,79.95,0.43,0.06,5.5,1.14,94.07,18.97,79.91
"AnegBpos",1.5,20,0.2,91.4,18.32,8.47,1.7,79.95,2.54,0.45,5.08,1.05,92.38,18.64,79.9
"AnegBpos",1.5,20,0.3,91.4,18.32,8.47,1.7,79.95,6.12,1.14,4.6,0.96,89.27,18.03,79.89
"AnegBpos",1.5,30,0,80.23,16.21,18.92,3.82,79.8,0,0,11.77,2.34,88.23,17.32,79.96
"AnegBpos",1.5,30,0.1,80.23,16.21,18.92,3.82,79.8,-0.11,-0.06,10.93,2.17,89.18,17.52,79.95
"AnegBpos",1.5,30,0.2,80.23,16.21,18.92,3.82,79.8,1.6,0.25,9.89,1.96,88.51,17.39,79.93
"AnegBpos",1.5,30,0.3,80.23,16.21,18.92,3.82,79.8,4.99,0.9,8.71,1.73,86.3,16.96,79.92
"AnegBpos",1.5,40,0,85.1,17.05,15.13,3.03,79.97,0,0,18.78,3.72,81.22,15.72,80.04
"AnegBpos",1.5,40,0.1,85.1,17.05,15.13,3.03,79.97,-0.05,-0.02,18.21,3.61,81.84,15.84,80.04
"AnegBpos",1.5,40,0.2,85.1,17.05,15.13,3.03,79.97,1.49,0.28,17.34,3.44,81.16,15.71,80.04
"AnegBpos",1.5,40,0.3,85.1,17.05,15.13,3.03,79.97,4.51,0.87,16.24,3.22,79.25,15.34,80.03
"AnegBpos",1.5,50,0,72.6,14.47,26.82,5.35,80.07,0,0,20.76,3.99,79.24,15.65,79.89
"AnegBpos",1.5,50,0.1,72.6,14.47,26.82,5.35,80.07,0.01,0.06,20.1,3.85,79.88,15.76,79.91
"AnegBpos",1.5,50,0.2,72.6,14.47,26.82,5.35,80.07,1.82,0.48,19.08,3.64,79.09,15.58,79.93
"AnegBpos",1.5,50,0.3,72.6,14.47,26.82,5.35,80.07,5.28,1.23,17.77,3.38,76.95,15.14,79.96
"AnegBpos",2,10,0,90.51,18.16,9.13,1.83,79.94,0,0,4.47,0.83,95.53,18.93,80.27
"AnegBpos",2,10,0.1,90.51,18.16,9.13,1.83,79.94,0.49,0.08,4.08,0.75,95.43,18.91,80.26
"AnegBpos",2,10,0.2,90.51,18.16,9.13,1.83,79.94,2.66,0.48,3.64,0.66,93.7,18.58,80.25
"AnegBpos",2,10,0.3,90.51,18.16,9.13,1.83,79.94,6.32,1.19,3.15,0.57,90.52,17.96,80.24
"AnegBpos",2,20,0,85.72,17.18,14.13,2.83,79.95,0,0,9.95,2.04,90.05,18.15,79.93
"AnegBpos",2,20,0.1,85.72,17.18,14.13,2.83,79.95,0.23,0.02,9.43,1.94,90.34,18.22,79.92
"AnegBpos",2,20,0.2,85.72,17.18,14.13,2.83,79.95,2.18,0.38,8.75,1.8,89.07,17.97,79.9
"AnegBpos",2,20,0.3,85.72,17.18,14.13,2.83,79.95,5.69,1.06,7.96,1.64,86.35,17.44,79.89
"AnegBpos",2,30,0,69.76,14.1,29.24,5.91,79.79,0,0,19.22,3.83,80.78,15.83,79.96
"AnegBpos",2,30,0.1,69.76,14.1,29.24,5.91,79.79,-0.67,-0.17,18.07,3.6,82.6,16.21,79.95
"AnegBpos",2,30,0.2,69.76,14.1,29.24,5.91,79.79,0.61,0.05,16.53,3.29,82.86,16.27,79.93
"AnegBpos",2,30,0.3,69.76,14.1,29.24,5.91,79.79,3.79,0.66,14.69,2.92,81.52,16.01,79.92
"AnegBpos",2,40,0,76.19,15.26,24.08,4.82,79.97,0,0,29.06,5.77,70.94,13.69,80.05
"AnegBpos",2,40,0.1,76.19,15.26,24.08,4.82,79.97,-0.47,-0.1,28.39,5.63,72.08,13.92,80.05
"AnegBpos",2,40,0.2,76.19,15.26,24.08,4.82,79.97,0.62,0.11,27.27,5.41,72.11,13.93,80.05
"AnegBpos",2,40,0.3,76.19,15.26,24.08,4.82,79.97,3.25,0.62,25.74,5.1,71.02,13.71,80.04
"AnegBpos",2,50,0,59.97,11.96,39.39,7.86,80.06,0,0,31.8,6.17,68.2,13.46,79.88
"AnegBpos",2,50,0.1,59.97,11.96,39.39,7.86,80.06,-0.38,-0.02,31.07,6.01,69.32,13.66,79.9
"AnegBpos",2,50,0.2,59.97,11.96,39.39,7.86,80.06,1.13,0.35,29.73,5.73,69.14,13.61,79.92
"AnegBpos",2,50,0.3,59.97,11.96,39.39,7.86,80.06,4.45,1.07,27.87,5.36,67.68,13.3,79.95
